name,hint1,hint2
Justin Verlander,"A powerpitching righthander who threw three career nohitters and surpassed 3,000 career strikeouts.",The three-time Cy Young Award winner who won the 2011 AL MVP with Detroit and two World Series rings with Houston.
Buster Posey,A star catcher who won a championship title in 2010 and just two seasons later.,The calm San Francisco Giants backstop who managed the team's pitching staff during three World Series title runs in five years.
Miguel Cabrera,"A slugger who won the in 2012, the first player to do so in 45 years.","The Detroit Tigers legend nicknamed 'Miggy' who reached both the 3,000-hit and 500-home run milestones."
Albert Pujols,A power hitter who became only the fourth player in major league history to reach 700 career home runs.,The feared first baseman nicknamed 'The Machine' who won three NL MVPs and two World Series titles with the St. Louis Cardinals.
Ichiro Suzuki,A hit machine who broke 's 84yearold singleseason hit record by recording 262 hits in 2004.,"The Seattle Mariners outfielder famous for his pre-pitch sleeve tug, laser throw from right field, and over 3,000 MLB hits."
Connor McDavid,A hockey prodigy who won the by a unanimous vote in 2021.,The lightning-fast Edmonton Oilers captain who wears number 97 and is widely regarded as modern hockey's most dominant scorer.
Sidney Crosby,A Canadian star center who scored the famous overtime 'Golden Goal' against Team USA at the 2010 Winter Olympics.,The Pittsburgh Penguins captain nicknamed 'Sid the Kid' who wore number 87 and won three Stanley Cups.
Alexander Ovechkin,A Russian power winger who won the Maurice 'Rocket' Richard Trophy as the NHL's leading goalscorer a record nine times.,The Washington Capitals captain and goal-scoring sniper famous for his booming one-timer from 'Ovi's Office' in the left circle.
Patrick Kane,The first American-born player in league history to win the Hart Trophy as regular-season MVP.,The slick stick-handling winger who wore number 88 and scored the 2010 Stanley Cup-winning goal for the Chicago Blackhawks.
Auston Matthews,An hockey star who scored four goals in his very first career game in 2016.,The elite goal-scoring sniper and Hart Trophy winner who captained the Toronto Maple Leafs wearing number 34.
Georges St-Pierre,A polite mixed martial artist who defended his division's title belt nine consecutive times before stepping away.,The MMA legend known as 'GSP' who dominated the UFC Welterweight division and later won the Middleweight title.
Jon Jones,A longlimbed mixed martial artist who became the youngest champion in history at age 23 in 2011.,The dominant fighter nicknamed 'Bones' who ruled the UFC Light Heavyweight division for a decade before capturing the Heavyweight belt.
Anderson Silva,"A martial artist who holds the longest title reign in history at 2,457 days with 16 straight wins.",The evasive striker nicknamed 'The Spider' who dominated the UFC Middleweight division with highlights like his front-kick knockout.
Khabib Nurmagomedov,An undefeated grappling specialist who retired from professional combat sports with a perfect 29-0 record.,The suffocating Dagestani wrestler who ruled the UFC Lightweight division and entered the octagon wearing a white papakha hat.
Conor McGregor,An outspoken mixed martial artist who became the first fighter in history to hold title belts in two weight divisions simultaneously.,The charismatic Irish fighter nicknamed 'The Notorious' who knocked out Jose Aldo in 13 seconds and boxed Floyd Mayweather.
Daniel Cormier,A former freestyle wrestling team captain who went on to become a multidivision champion and commentator.,The fighter known as 'DC' who held both the UFC Light Heavyweight and Heavyweight belts simultaneously.
Israel Adesanya,A striker who logged over 80 professional kickboxing bouts before making a seamless transition to glory.,The Nigerian-born New Zealand martial artist nicknamed 'The Last Stylebender' who held the UFC Middleweight title.
Francis Ngannou,A powerful fighter who worked in sand quarries as a teenager before moving to to pursue combat sports.,The heavy-hitting knockout artist nicknamed 'The Predator' who won the UFC Heavyweight Championship.
Tyson Fury,A 6a notable project heavyweight boxer named after who survived dramatic knockdowns in a memorable fight trilogy.,The charismatic heavyweight champion known as 'The Gypsy King' who defeated Wladimir Klitschko and Deontay Wilder.
Anthony Joshua,A superheavyweight boxer who captured an gold medal at the 2012.,The British knockout artist who unified multiple world heavyweight titles and headlined massive UK stadium fights.
Gennady Golovkin,A middleweight boxer who achieved an extraordinary streak of 23 consecutive knockout victories during his prime.,The power-punching middleweight world champion known globally by his moniker 'GGG'.
Vasiliy Lomachenko,A boxer who compiled an incredible amateur record of 3961 with two gold medals before turning pro.,The wizardly multi-division world champion nicknamed 'Loma' or 'Hi-Tech' famous for his footwork and side-angle attacks.
Walter Payton,A beloved running back who once held the alltime rushing record and inspired the league's prestigious of.,The Chicago Bears Hall of Fame tailback nicknamed 'Sweetness' who wore number 34 and won Super Bowl XX.
Jim Brown,A multisport star who walked away from professional football at age 30 at the absolute peak of his career to pursue acting.,"The dominant Cleveland Browns fullback who wore number 32, led the league in rushing eight times, and starred in The Dirty Dozen."
Lawrence Taylor,One of only two defensive players in history to win the league's award.,The fearsome New York Giants outside linebacker nicknamed 'L.T.' who wore number 56 and revolutionized pass-rushing.
Brett Favre,A three-time consecutive NFL MVP who set an iron-man endurance record by starting 297 consecutive regular season games.,The gunslinging quarterback who wore number 4 for the Green Bay Packers and won Super Bowl XXX.
Larry Fitzgerald,A wide receiver whose sure hands resulted in more career tackle assists than dropped passes over a 17season career.,"The Arizona Cardinals wide receiver who wore number 11, ranks second all-time in career NFL receiving yards, and put up historic 2008 postseason stats."
Julius Peppers,A multisport star who played in the 2000 for basketball before becoming an elite defensive end.,"The 6'7"" Carolina Panthers edge-rusher who amassed 159.5 career sacks and wore number 90."
Ed Reed,A defensive playmaker who holds the record for the two longest interception returns for touchdowns in league history (106 and 107 yards).,The ball-hawking Baltimore Ravens free safety who wore number 20 and routinely baited legendary quarterbacks.
Derrick Thomas,"An explosive passrusher who holds the singlegame record for most quarterback sacks, recording 7 in a single 1990 contest.",The Hall of Fame Kansas City Chiefs linebacker who wore number 58 and was famous for his first-step speed off the edge.
Earl Campbell,A power running back who won the of the and within a twoyear span.,The bruising Houston Oilers tailback nicknamed the 'Tyler Rose' who wore number 34 and dragged tacklers downfield.
Steve Nash,A Canadian point guard who orchestrated the high-octane 'Seven Seconds or Less' offense and won consecutive NBA MVPs.,The Phoenix Suns playmaker who wore number 13 and directed high-scoring teams with no-look passes and 50-40-90 shooting accuracy.
Tracy McGrady,An explosive wing scorer who pulled off a legendary comeback by scoring 13 points in 35 seconds to win a 2004 game.,The Hall of Fame guard/forward nicknamed 'T-Mac' who won back-to-back NBA scoring titles with the Orlando Magic and Houston Rockets.
Paul Pierce,A small forward who survived a violent nightclub attack in 2000 and recovered to play all 82 games that regular season.,The Boston Celtics star nicknamed 'The Truth' who wore number 34 and was named 2008 NBA Finals MVP.
Ray Allen,A sharpshooting guard who starred as in 1998 basketball drama film He.,The Hall of Fame three-point sniper who hit the dramatic game-tying corner triple for Miami in Game 6 of the 2013 NBA Finals.
Jason Kidd,A point guard who ranks second on the 's alltime career assists and steals charts behind only.,The triple-double master who led the New Jersey Nets to two NBA Finals before winning a title with the 2011 Dallas Mavericks.
Gary Payton,The only point guard in history to win the defensive player of the year award.,The trash-talking Seattle SuperSonics playmaker nicknamed 'The Glove' who formed a dynamic alley-oop duo with Shawn Kemp.
Grant Hill,A polished point forward who led all players in fan votes as a rookie in 1995.,"The Duke superstar and Detroit Pistons star who overcame severe ankle injuries to fashion a long, Hall of Fame career."
Penny Hardaway,A tall point guard who starred alongside Chris Rock's voice alter-ego puppet 'Lil Penny' in popular 1990s Nike commercials.,"The smooth 6'7"" Orlando Magic guard who wore number 1 and teamed up with young Shaquille O'Neal to reach the 1995 NBA Finals."
Chris Webber,The leader of the famous 'Fab Five' freshman class at the University of Michigan in 1991.,The skilled passing power forward who wore number 4 and anchored the early 2000s Sacramento Kings.
Tom Glavine,A twosport athlete drafted into the by the before choosing a career in professional baseball.,"The left-handed Atlanta Braves ace who won 305 career games, two Cy Young Awards, and 1995 World Series MVP honors."
John Smoltz,The only pitcher in major league history to record both 200 career wins and 150 career saves.,The Atlanta Braves star pitcher who won a Cy Young Award as a starter and later dominated as the team's closer.
